date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Tue Sep 11 2012 18:23:46 GMT-0400 (Eastern Daylight Time), Assistant Trader,Sydney,Current Employee ,AT at Susquehanna International Group,I have been working at Susquehanna International Group (SIG) full-time for more than a year,0,Get to learn a lot and play poker.,Can be a very stressful place at times!,,4.0,3.0,3.0,3.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO
Sat Aug 18 2012 05:29:23 GMT-0400 (Eastern Daylight Time), Software Engineer,"Dublin, Dublin",Current Employee ,A group of skilled and motivated people,I have been working at Susquehanna International Group (SIG) full-time for more than a year,1,"Good people and top technology (SIG is as much a technology company as a trading company). Managers usually know what they are doing. And, yes, the perks are cool too!","Things can sometimes be a bit chaotic, due to the on-going growth (communication and coordination between the different teams, etc.) Career development inside the group is quite limited.",,4.0,4.0,4.0,3.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO
Tue Aug 14 2012 14:26:17 GMT-0400 (Eastern Daylight Time), Systems Administrator,"Dublin, Dublin",Former Employee ,Was very glad to leave this place.,I worked at Susquehanna International Group (SIG) full-time for more than 5 years,6,They have a good company party twice a year. Grand pension and health package. Great workmates.,"Lots of unpaid overtime, evenings and weekends. A culture of stress pervades. Unimaginative middle management. Very repetitive and overburdening work.",,3.0,1.0,2.0,3.0,4.0,3.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Wed Aug 01 2012 09:24:05 GMT-0400 (Eastern Daylight Time),,, ,Decent place to work. Stay away from the IB dept,I worked at Susquehanna International Group (SIG),0,Catered lunches and offices even for developers which is very rare these days. Flexible work hours (within reason). On site nurse. Outstanding HR dept.,"Too much emphasis on project management/soft skills. For example, my dept had more project managers/analysts than actual developers. Very top heavy... However, YMMV across specific depts. Also, their is a slight tendency for cronyism",,4.0,,,,,,Recommends,Positive Outlook,Approves of CEO
Thu Aug 02 2012 07:50:12 GMT-0400 (Eastern Daylight Time),,,Current Employee ,SIG - Great Company,I have been working at Susquehanna International Group (SIG) full-time for more than 3 years,0,"Very challenging and stimulating work environment where you are surrounded by some of the brightest people in the industry. They facilitate internal transfers, so that provides the potential for career growth. They offer lots of great perks beyond the free food like an annual poker tournament an annual trip to a ball game. Also they promote a good work/life balance by allowing for flexible schedules.",I believe that the salary’s offered are low vs industry peers. That is really the only negative I have about working here.,,4.0,4.0,5.0,5.0,3.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sun May 27 2012 05:20:30 GMT-0400 (Eastern Daylight Time), Software Developer,Sydney,Former Employee ,"Friendly and talented people, good to work for.",I worked at Susquehanna International Group (SIG) full-time for less than a year,1,Good benefits. Great location. Talented people to work with. Fast development cycle. Reasonable pay for finance. Relatively flat management structure.,Ageing systems. Poor interdepartmental communication. Excessive restrictions on developer workstations. System development and administration procedures inherited from the parent company are suffocating.,,4.0,3.0,3.0,4.0,4.0,4.0,Recommends,Positive Outlook,No opinion of CEO
Tue May 15 2012 01:20:13 GMT-0400 (Eastern Daylight Time),,,Software Test Engineer ,Good Place to work,I have been working at Susquehanna International Group (SIG),0,"Good working environment, staff well looked after",Career progression not well defined,,4.0,4.0,3.0,4.0,4.5,,Recommends,,Approves of CEO
Fri Apr 06 2012 03:53:37 GMT-0400 (Eastern Daylight Time),,"Dublin, Dublin"," in Dublin, Dublin",Great place to work,I have been working at Susquehanna International Group (SIG),1,Great place to work. Lots of competent people. Very high hiring standards. No matter what your level of experience you will continue to learn.,It is a smallish environment. Everyone is competent and experienced and will have been there longer than you if you are joining. So your room for advancement is very limited.,,4.0,4.5,3.0,4.0,5.0,,Recommends,,Approves of CEO
Tue Mar 20 2012 18:44:30 GMT-0400 (Eastern Daylight Time),,, ,Great work culture,I worked at Susquehanna International Group (SIG),0,One of the best companies to work in finance. Great work culture and considers IT as part of the business rather than overhead. Good growth prospects.,The pay needs to be comparable to NY. But owners know how to play their cards :),,5.0,5.0,5.0,5.0,5.0,,Recommends,,Approves of CEO
Wed Jan 25 2012 01:33:51 GMT-0500 (Eastern Standard Time),,"Dublin, Dublin","Assistant Trader in Dublin, Dublin",long hours but intersting,I worked at Susquehanna International Group (SIG),3,Good opportunities and rreally stimulates your mind and thinking process. Very good way to start off if you want to become an investment banker,"Very very long hours , expected to stay late and start earlier. Aklthough money is good, it isn't as good as first impressions would lead you to believe considering the hours",,4.0,2.0,4.0,3.0,4.0,,Recommends,,No opinion of CEO
Fri Feb 10 2012 08:06:31 GMT-0500 (Eastern Standard Time),,, ,Good environment. Lack of personal growth.,I have been working at Susquehanna International Group (SIG),0,Casual work environment. Free lunch.,Very little opportunity for growth.,,3.0,4.5,1.0,2.5,3.5,,Doesn't Recommend,,Approves of CEO
Wed Feb 08 2012 09:52:41 GMT-0500 (Eastern Standard Time),,, ,Good first stop for a career in equity research.,I worked at Susquehanna International Group (SIG),0,Work life balance was very good.,Legacy employees were somewhat treated as 2nd class following most recent platform buildout.,,3.0,4.5,2.0,3.0,2.5,,No opinion of CEO,,
Wed Nov 30 2011 09:54:58 GMT-0500 (Eastern Standard Time),,,Assistant Trader ,"Hard work, good people",I worked at Susquehanna International Group (SIG),0,-The atmosphere is intellectually capable -Innovation is always considered and encouraged -You are comfortable with an idea before you are ushered to use it,"-If you get stuck under a tough personality, you'll spend much time with them -Long hour are very common as well",,5.0,4.5,5.0,5.0,4.5,,Recommends,,Approves of CEO
Wed Nov 30 2011 10:20:48 GMT-0500 (Eastern Standard Time),,"Dublin, Dublin","Assistant Trader in Dublin, Dublin",Educational,I worked at Susquehanna International Group (SIG),2,"Good training, poker games, opportunity to develop quantitative skills, intelligent colleagues, no dress code, fully stocked cafeteria, games room also","Dublin not best location, career progression often depends on availability than personal performance, assistant traders overworked considering emphasis on training",,3.0,2.0,2.0,4.0,1.0,,No opinion of CEO,,
Sun Nov 13 2011 09:30:41 GMT-0500 (Eastern Standard Time),,, ,One of the best experiences I ever had,I worked at Susquehanna International Group (SIG),0,"One of the best people I ever worked with, very helpful, great food available every day, on site wellness center and gym, free parking space, great discounts - I got around 10% discount on my monthly phone bill.",It is a very faced paced environment and they expect you to do a lot of work and you may have to work overtime to complete your tasks.,,4.0,3.5,5.0,3.5,4.0,,Recommends,,Approves of CEO
Thu Sep 22 2011 14:52:47 GMT-0400 (Eastern Daylight Time),,,Software Developer ,Excellent place to work but little career opportunity,I worked at Susquehanna International Group (SIG),3,"Competitive salary and benefits Relaxed work environment (can wear jeans for example) Work with very intelligent people Can use a variety of technologies, whatever is best suited Challenging and fun work with a rapid development flow Little micro management Privately owned so not a lot of bureaucracy","50 hour work week (45 in office) Lacks a good tuition reimbursement program, existing one is inadequate Little room for growth and additional responsibility regardless of glowing performance reviews Also work with very incompetent people The catered lunches are pretty awful Very opaque senior management Poor communication between teams which creates redundancy and a lack of ownership No code reviews Working at home greatly discouraged",,4.0,5.0,2.5,3.5,2.5,,Recommends,,Approves of CEO
Thu Sep 22 2011 12:41:17 GMT-0400 (Eastern Daylight Time),,, ,"Great experience, awesome company, very relaxed, but pay could be more competitive",I have been working at Susquehanna International Group (SIG),1,"Free food all day, free gym, flexible hours, casual dress, fun events, SIG swag, etc. It's definitely a great place to work.","The only downsides I can think of are that it's not located in the city of Philadelphia, and pay could be more competitive",,5.0,5.0,5.0,3.5,5.0,,Recommends,,Approves of CEO
Wed Sep 07 2011 12:05:40 GMT-0400 (Eastern Daylight Time),,, ,Great environment to work in,I worked at Susquehanna International Group (SIG),0,Great benefits such as lunch provided every day and on-site gym facilities. Laid back and casual environment (outside of the trade floor).,Strongly encouraged to work through lunch due to the trade floor environment.,,4.0,4.5,4.0,4.5,4.0,,Recommends,,Approves of CEO
Wed May 18 2011 09:53:23 GMT-0400 (Eastern Daylight Time),,,Trainee Trader ,very good,I have been working at Susquehanna International Group (SIG),0,there is a very good training programme,the hours can be quite long.,,4.0,2.5,3.5,2.5,4.0,,No opinion of CEO,,
